"creation_time"	"session_id"	"project_id"	"action_id"	"action_params"	"parent_display_id"	"child_display_id"
"2016-10-19 11:36:44"	365	2	1878	"{\"field\":\"highest_layer\",\"direction\":\"asc\"}"	2262	2272
"2016-10-19 11:35:52"	366	2	1868	"{\"field\":\"eth_src\",\"aggregations\":[],\"groupPriority\":0}"	2237	2259
"2016-10-19 11:35:54"	366	2	1869	"{\"field\":\"ip_src\",\"aggregations\":[],\"groupPriority\":1}"	2259	2260
"2016-10-19 11:38:00"	366	2	1894	"{\"field\":\"highest_layer\",\"aggregations\":[{\"field\":\"length\",\"type\":\"sum\"}],\"groupPriority\":0}"	2237	2291
"2016-10-19 11:48:00"	366	2	2052	"{\"field\":\"ip_src\",\"aggregations\":[{\"field\":\"ip_dst\",\"type\":\"max\"},{\"field\":\"tcp_srcport\",\"type\":\"min\"}],\"groupPriority\":0}"	2237	2462
"2016-10-19 11:48:03"	366	2	2054	"{\"field\":\"ip_dst\",\"aggregations\":[{\"field\":\"tcp_srcport\",\"type\":\"min\"}],\"groupPriority\":1}"	2462	2464
"2016-10-19 11:48:51"	366	2	2067	"{\"field\":\"tcp_srcport\",\"aggregations\":[],\"groupPriority\":2}"	2464	2477
"2016-10-19 11:49:27"	366	2	2079	"{\"field\":\"tcp_stream\",\"aggregations\":[{\"field\":\"tcp_srcport\",\"type\":\"min\"}],\"groupPriority\":2}"	2464	2490
"2016-10-19 12:01:36"	366	2	2180	"{\"field\":\"eth_src\",\"aggregations\":[{\"field\":\"length\",\"type\":\"sum\"}],\"groupPriority\":0}"	2462	2594
"2016-10-19 12:01:37"	366	2	2181	"{\"field\":\"ip_src\",\"aggregations\":[{\"field\":\"length\",\"type\":\"sum\"}],\"groupPriority\":1}"	2462	2595
"2016-10-19 12:02:07"	366	2	2183	"{\"field\":\"highest_layer\",\"aggregations\":[{\"field\":\"length\",\"type\":\"sum\"}],\"groupPriority\":0}"	2237	2597
"2016-10-19 12:02:53"	366	2	2186	"{\"field\":\"ip_src\",\"aggregations\":[{\"field\":\"tcp_srcport\",\"type\":\"min\"},{\"field\":\"tcp_dstport\",\"type\":\"max\"},{\"field\":\"length\",\"type\":\"sum\"}],\"groupPriority\":0}"	2237	2601
"2016-10-19 12:02:56"	366	2	2187	"{\"field\":\"ip_dst\",\"aggregations\":[{\"field\":\"tcp_srcport\",\"type\":\"min\"},{\"field\":\"tcp_dstport\",\"type\":\"max\"},{\"field\":\"length\",\"type\":\"sum\"}],\"groupPriority\":1}"	2601	2602
"2016-10-19 12:03:21"	366	2	2190	"{\"field\":\"tcp_stream\",\"aggregations\":[{\"field\":\"tcp_srcport\",\"type\":\"min\"},{\"field\":\"tcp_dstport\",\"type\":\"max\"},{\"field\":\"length\",\"type\":\"sum\"}],\"groupPriority\":2}"	2602	2606
"2016-10-19 11:38:19"	368	2	1895	"{\"field\":\"eth_src\",\"aggregations\":[],\"groupPriority\":0}"	2257	2293
"2016-10-19 11:39:04"	368	2	1901	"{\"field\":\"ip_src\",\"aggregations\":[],\"groupPriority\":1}"	2293	2301
"2016-10-19 11:42:24"	383	2	1932	"{\"field\":\"eth_src\",\"aggregations\":[{\"field\":\"length\",\"type\":\"sum\"}],\"groupPriority\":0}"	2333	2335
"2016-10-19 11:47:01"	383	2	2028	"{\"field\":\"tcp_stream\",\"aggregations\":[{\"field\":\"length\",\"type\":\"sum\"}],\"groupPriority\":0}"	2333	2438
"2016-10-19 11:47:22"	383	2	2041	"{\"field\":\"highest_layer\",\"aggregations\":[],\"groupPriority\":0}"	2333	2451
"2016-10-19 11:52:17"	383	2	2113	"{\"field\":\"highest_layer\",\"term\":\"TCP\",\"condition\":16}"	2333	2524
"2016-10-19 11:58:43"	383	2	2155	"{\"field\":\"tcp_stream\",\"direction\":\"asc\"}"	2333	2566
"2016-10-19 11:59:03"	383	2	2158	"{\"field\":\"tcp_stream\",\"aggregations\":[],\"groupPriority\":0}"	2566	2569
"2016-10-19 12:09:50"	383	2	2242	"{\"field\":\"ip_src\",\"aggregations\":[],\"groupPriority\":0}"	2566	2670
"2016-10-19 11:46:15"	387	2	2011	"{\"field\":\"highest_layer\",\"aggregations\":[],\"groupPriority\":0}"	2389	2420
"2016-10-19 11:47:28"	387	2	2045	"{\"field\":\"eth_src\",\"aggregations\":[],\"groupPriority\":0}"	2389	2455
"2016-10-19 11:47:38"	387	2	2049	"{\"field\":\"ip_src\",\"aggregations\":[],\"groupPriority\":1}"	2455	2459
"2016-10-19 11:49:21"	387	2	2077	"{\"field\":\"sniff_timestamp\",\"direction\":\"asc\"}"	2459	2488
"2016-10-19 11:53:39"	387	2	2132	"{\"field\":\"tcp_stream\",\"aggregations\":[],\"groupPriority\":2}"	2488	2543
"2016-10-19 11:59:24"	390	2	2164	"{\"field\":\"eth_src\",\"aggregations\":[],\"groupPriority\":0}"	2574	2576
"2016-10-19 11:59:34"	390	2	2166	"{\"field\":\"ip_src\",\"aggregations\":[],\"groupPriority\":1}"	2574	2578
"2016-10-19 11:59:50"	390	2	2169	"{\"field\":\"highest_layer\",\"aggregations\":[],\"groupPriority\":0}"	2578	2582
"2016-10-19 12:00:07"	390	2	2170	"{\"field\":\"tcp_stream\",\"aggregations\":[],\"groupPriority\":0}"	2578	2583
"2016-10-19 12:03:30"	393	2	2191	"{\"field\":\"eth_src\",\"aggregations\":[],\"groupPriority\":0}"	2605	2607
"2016-10-19 12:03:31"	393	2	2192	"{\"field\":\"ip_src\",\"aggregations\":[],\"groupPriority\":1}"	2605	2608
"2016-10-19 12:06:12"	397	2	2202	"{\"field\":\"eth_src\",\"aggregations\":[],\"groupPriority\":0}"	2622	2624
"2016-10-19 12:06:52"	397	2	2212	"{\"field\":\"tcp_dstport\",\"aggregations\":[],\"groupPriority\":0}"	2622	2636
"2016-10-19 12:06:52"	397	2	2213	"{\"field\":\"ip_src\",\"aggregations\":[],\"groupPriority\":1}"	2622	2637
"2016-10-19 12:07:03"	397	2	2217	"{\"field\":\"highest_layer\",\"direction\":\"asc\"}"	2637	2641
"2016-10-19 12:07:33"	397	2	2223	"{\"field\":\"ip_src\",\"term\":\"98.114.205.102\",\"condition\":16}"	2641	2647
"2016-10-19 12:06:16"	399	2	2203	"{\"field\":\"ip_src\",\"aggregations\":[],\"groupPriority\":0}"	2621	2625
"2016-10-19 12:06:33"	399	2	2208	"{\"field\":\"ip_dst\",\"aggregations\":[],\"groupPriority\":1}"	2625	2632
"2016-10-19 12:07:08"	399	2	2219	"{\"field\":\"highest_layer\",\"aggregations\":[],\"groupPriority\":1}"	2625	2643
"2016-10-19 12:07:55"	399	2	2229	"{\"field\":\"ip_src\",\"direction\":\"asc\"}"	2643	2654
"2016-10-19 12:08:15"	399	2	2230	"{\"field\":\"tcp_stream\",\"direction\":\"asc\"}"	2621	2655
"2016-10-19 12:08:18"	399	2	2231	"{\"field\":\"tcp_stream\",\"aggregations\":[],\"groupPriority\":0}"	2655	2656
"2016-10-19 12:06:58"	401	2	2214	"{\"field\":\"eth_dst\",\"aggregations\":[],\"groupPriority\":0}"	2627	2638
"2016-10-19 12:07:00"	401	2	2215	"{\"field\":\"ip_src\",\"aggregations\":[],\"groupPriority\":1}"	2627	2639
"2016-10-19 12:07:02"	401	2	2216	"{\"field\":\"ip_dst\",\"direction\":\"asc\"}"	2638	2640
"2016-10-19 12:07:08"	401	2	2218	"{\"field\":\"ip_dst\",\"aggregations\":[],\"groupPriority\":2}"	2640	2642
"2016-10-19 12:08:28"	402	2	2232	"{\"field\":\"ip_src\",\"aggregations\":[],\"groupPriority\":0}"	2653	2657
"2016-10-19 12:08:50"	402	2	2234	"{\"field\":\"info_line\",\"term\":\"SYN\",\"condition\":16}"	2657	2660
"2016-10-19 12:09:34"	402	2	2241	"{\"field\":\"tcp_dstport\",\"aggregations\":[],\"groupPriority\":0}"	2657	2668
"2016-10-19 12:10:17"	402	2	2246	"{\"field\":\"tcp_stream\",\"aggregations\":[],\"groupPriority\":0}"	2657	2676
"2016-10-19 12:10:30"	406	4	2248	"{\"field\":\"eth_src\",\"aggregations\":[],\"groupPriority\":0}"	2671	2678
"2016-10-19 12:11:49"	406	4	2260	"{\"field\":\"ip_src\",\"aggregations\":[],\"groupPriority\":1}"	2678	2695
"2016-10-19 12:20:46"	406	4	2310	"{\"field\":\"tcp_stream\",\"aggregations\":[],\"groupPriority\":0}"	2671	2755
"2016-10-19 12:10:58"	409	2	2250	"{\"field\":\"ip_src\",\"direction\":\"asc\"}"	2679	2682
"2016-10-19 12:10:58"	409	2	2251	"{\"field\":\"ip_src\",\"aggregations\":[],\"groupPriority\":0}"	2679	2683
"2016-10-19 12:11:00"	409	2	2252	"{\"field\":\"ip_dst\",\"aggregations\":[],\"groupPriority\":1}"	2679	2684
"2016-10-19 12:11:59"	409	2	2264	"{\"field\":\"tcp_stream\",\"aggregations\":[],\"groupPriority\":0}"	2679	2699
"2016-10-19 12:11:58"	410	2	2263	"{\"field\":\"highest_layer\",\"aggregations\":[],\"groupPriority\":2}"	2688	2698
"2016-10-19 12:12:55"	410	2	2284	"{\"field\":\"tcp_stream\",\"aggregations\":[{\"field\":\"ip_src\",\"type\":\"min\"},{\"field\":\"ip_dst\",\"type\":\"max\"}],\"groupPriority\":0}"	2688	2720
"2016-10-19 12:15:21"	415	4	2293	"{\"field\":\"ip_src\",\"aggregations\":[],\"groupPriority\":1}"	2728	2732
"2016-10-19 12:15:36"	415	4	2295	"{\"field\":\"tcp_srcport\",\"aggregations\":[],\"groupPriority\":2}"	2728	2735
"2016-10-19 12:22:16"	427	4	2317	"{\"field\":\"tcp_stream\",\"aggregations\":[],\"groupPriority\":0}"	2749	2766
"2016-10-19 12:37:33"	427	4	2394	"{\"field\":\"ip_src\",\"aggregations\":[],\"groupPriority\":0}"	2749	2859
"2016-10-19 12:37:38"	427	4	2395	"{\"field\":\"ip_dst\",\"aggregations\":[],\"groupPriority\":1}"	2749	2860
"2016-10-19 12:38:43"	427	4	2399	"{\"field\":\"highest_layer\",\"aggregations\":[{\"field\":\"tcp_srcport\",\"type\":\"max\"},{\"field\":\"tcp_dstport\",\"type\":\"min\"}],\"groupPriority\":2}"	2860	2866
"2016-10-19 12:41:42"	427	4	2422	"{\"field\":\"tcp_stream\",\"aggregations\":[],\"groupPriority\":2}"	2860	2891
"2016-10-19 12:50:19"	427	4	2479	"{\"field\":\"tcp_srcport\",\"term\":\"135\",\"condition\":16}"	2749	2951
"2016-10-19 12:52:44"	427	4	2489	"{\"field\":\"ip_src\",\"aggregations\":[],\"groupPriority\":0}"	2749	2969
"2016-10-19 12:52:55"	427	4	2490	"{\"field\":\"ip_dst\",\"aggregations\":[],\"groupPriority\":1}"	2749	2970
"2016-10-19 12:56:45"	427	4	2508	"{\"field\":\"highest_layer\",\"term\":\"TCP\",\"condition\":8}"	2749	2993
"2016-10-19 13:10:40"	427	4	2587	"{\"field\":\"tcp_dstport\",\"aggregations\":[],\"groupPriority\":2}"	2993	3085
"2016-10-19 13:18:00"	427	4	2628	"{\"field\":\"info_line\",\"term\":\"[SYN , ACK]\",\"condition\":16}"	3085	3129
"2016-10-19 12:22:07"	431	2	2316	"{\"field\":\"ip_src\",\"aggregations\":[],\"groupPriority\":0}"	2762	2765
"2016-10-19 12:22:32"	431	2	2319	"{\"field\":\"ip_dst\",\"aggregations\":[],\"groupPriority\":1}"	2765	2768
"2016-10-19 12:23:00"	431	2	2322	"{\"field\":\"highest_layer\",\"aggregations\":[],\"groupPriority\":2}"	2768	2771
"2016-10-19 12:23:21"	431	2	2325	"{\"field\":\"tcp_stream\",\"aggregations\":[],\"groupPriority\":1}"	2768	2776
"2016-10-19 12:23:57"	436	2	2329	"{\"field\":\"ip_src\",\"aggregations\":[],\"groupPriority\":1}"	2777	2782
"2016-10-19 12:24:35"	436	2	2334	"{\"field\":\"highest_layer\",\"aggregations\":[],\"groupPriority\":0}"	2782	2787
"2016-10-19 12:24:59"	436	2	2336	"{\"field\":\"ip_src\",\"aggregations\":[],\"groupPriority\":0}"	2787	2789
"2016-10-19 12:25:09"	436	2	2338	"{\"field\":\"ip_dst\",\"aggregations\":[],\"groupPriority\":1}"	2787	2791
"2016-10-19 12:25:36"	436	2	2343	"{\"field\":\"tcp_stream\",\"aggregations\":[],\"groupPriority\":2}"	2791	2796
"2016-10-19 12:33:27"	450	4	2365	"{\"field\":\"eth_src\",\"aggregations\":[],\"groupPriority\":0}"	2815	2825
"2016-10-19 12:33:32"	450	4	2369	"{\"field\":\"ip_src\",\"aggregations\":[],\"groupPriority\":1}"	2815	2830
"2016-10-19 12:36:51"	450	4	2390	"{\"field\":\"highest_layer\",\"aggregations\":[],\"groupPriority\":0}"	2815	2853
"2016-10-19 12:43:14"	450	4	2435	"{\"field\":\"tcp_stream\",\"direction\":\"asc\"}"	2815	2906
"2016-10-19 12:47:46"	450	4	2466	"{\"field\":\"ip_src\",\"aggregations\":[],\"groupPriority\":1}"	2815	2938
"2016-10-19 12:33:04"	451	4	2363	"{\"field\":\"tcp_stream\",\"direction\":\"asc\"}"	2816	2823
"2016-10-19 12:33:42"	451	4	2371	"{\"field\":\"eth_src\",\"aggregations\":[{\"field\":\"length\",\"type\":\"sum\"}],\"groupPriority\":0}"	2816	2832
"2016-10-19 12:40:01"	451	4	2411	"{\"field\":\"info_line\",\"term\":\"[RST, ACK]\",\"condition\":16}"	2816	2879
"2016-10-19 12:47:41"	451	4	2465	"{\"field\":\"tcp_stream\",\"aggregations\":[{\"field\":\"length\",\"type\":\"max\"}]}"	2816	2937
"2016-10-19 12:56:58"	451	4	2510	"{\"field\":\"highest_layer\",\"aggregations\":[{\"field\":\"length\",\"type\":\"sum\"}],\"groupPriority\":0}"	2816	2995
"2016-10-19 12:32:28"	454	2	2359	"{\"field\":\"ip_src\",\"aggregations\":[],\"groupPriority\":1}"	2818	2819
"2016-10-19 12:32:29"	454	2	2360	"{\"field\":\"ip_dst\",\"aggregations\":[],\"groupPriority\":2}"	2818	2820
"2016-10-19 12:37:18"	462	2	2392	"{\"field\":\"eth_src\",\"aggregations\":[],\"groupPriority\":0}"	2854	2856
"2016-10-19 12:37:19"	462	2	2393	"{\"field\":\"ip_src\",\"aggregations\":[],\"groupPriority\":1}"	2856	2857
"2016-10-19 12:38:20"	462	2	2398	"{\"field\":\"highest_layer\",\"aggregations\":[],\"groupPriority\":0}"	2854	2864
"2016-10-19 12:38:49"	462	2	2400	"{\"field\":\"tcp_stream\",\"aggregations\":[],\"groupPriority\":0}"	2864	2868
"2016-10-19 12:38:50"	462	2	2402	"{\"field\":\"tcp_stream\",\"direction\":\"asc\"}"	2864	2870
"2016-10-19 12:42:02"	468	4	2425	"{\"field\":\"ip_src\",\"aggregations\":[],\"groupPriority\":1}"	2892	2895
"2016-10-19 12:57:28"	468	4	2514	"{\"field\":\"highest_layer\",\"term\":\"DHCP\",\"condition\":16}"	2966	3000
"2016-10-19 12:57:58"	468	4	2516	"{\"field\":\"highest_layer\",\"term\":\"BOOTP\",\"condition\":16}"	2966	3002
"2016-10-19 13:02:51"	468	4	2533	"{\"field\":\"highest_layer\",\"direction\":\"desc\"}"	3002	3023
"2016-10-19 13:03:23"	480	4	2537	"{\"field\":\"ip_src\",\"aggregations\":[],\"groupPriority\":0}"	3028	3030
"2016-10-19 13:04:52"	480	4	2548	"{\"field\":\"tcp_stream\",\"aggregations\":[],\"groupPriority\":0}"	3028	3041
"2016-10-19 13:05:45"	482	4	2555	"{\"field\":\"ip_src\",\"aggregations\":[],\"groupPriority\":0}"	3048	3049
"2016-10-19 13:06:00"	482	4	2556	"{\"field\":\"ip_dst\",\"aggregations\":[],\"groupPriority\":1}"	3049	3051
"2016-10-19 13:07:28"	482	4	2562	"{\"field\":\"tcp_dstport\",\"aggregations\":[],\"groupPriority\":2}"	3051	3057
"2016-10-19 13:07:39"	482	4	2563	"{\"field\":\"highest_layer\",\"aggregations\":[],\"groupPriority\":3}"	3057	3058
"2016-10-19 13:09:41"	482	4	2571	"{\"field\":\"tcp_stream\",\"aggregations\":[],\"groupPriority\":0}"	3048	3068
"2016-10-19 13:10:13"	482	4	2581	"{\"field\":\"info_line\",\"term\":\"[SYN, ACK]\",\"condition\":16}"	3068	3078
"2016-10-19 13:14:43"	487	4	2605	"{\"field\":\"ip_src\",\"aggregations\":[],\"groupPriority\":0}"	3104	3106
"2016-10-19 13:14:47"	487	4	2606	"{\"field\":\"eth_src\",\"aggregations\":[],\"groupPriority\":1}"	3104	3107
"2016-10-19 13:15:25"	487	4	2613	"{\"field\":\"ip_src\",\"direction\":\"desc\"}"	3107	3114
"2016-10-19 13:15:31"	487	4	2614	"{\"field\":\"highest_layer\",\"aggregations\":[],\"groupPriority\":0}"	3114	3115
"2016-10-19 13:16:20"	487	4	2618	"{\"field\":\"ip_src\",\"aggregations\":[],\"groupPriority\":0}"	3115	3119
"2016-10-19 13:16:32"	487	4	2619	"{\"field\":\"ip_dst\",\"aggregations\":[],\"groupPriority\":1}"	3119	3120
"2016-10-19 13:18:41"	487	4	2634	"{\"field\":\"tcp_stream\",\"term\":\"0\",\"condition\":64}"	3120	3135
"2016-10-19 13:19:56"	487	4	2644	"{\"field\":\"info_line\",\"term\":\"[SYN, ACK]\",\"condition\":16}"	3135	3147
"2016-10-19 13:20:10"	487	4	2648	"{\"field\":\"tcp_srcport\",\"aggregations\":[],\"groupPriority\":1}"	3135	3151
"2016-10-19 13:24:54"	492	4	2668	"{\"field\":\"info_line\",\"term\":\"[SYN, ACK]\",\"condition\":16}"	3173	3176
"2016-10-19 13:25:17"	492	4	2670	"{\"field\":\"tcp_dstport\",\"aggregations\":[],\"groupPriority\":0}"	3176	3178
"2016-10-19 13:27:59"	494	4	2679	"{\"field\":\"eth_src\",\"aggregations\":[],\"groupPriority\":0}"	3186	3189
"2016-10-19 13:28:09"	494	4	2681	"{\"field\":\"ip_src\",\"aggregations\":[],\"groupPriority\":1}"	3189	3191
"2016-10-19 13:28:50"	494	4	2684	"{\"field\":\"highest_layer\",\"aggregations\":[],\"groupPriority\":0}"	3186	3195
"2016-10-19 13:29:32"	494	4	2686	"{\"field\":\"ip_dst\",\"aggregations\":[],\"groupPriority\":1}"	3195	3197
"2016-10-19 13:29:37"	494	4	2687	"{\"field\":\"ip_src\",\"aggregations\":[],\"groupPriority\":0}"	3195	3198
"2016-10-19 13:30:34"	494	4	2690	"{\"field\":\"tcp_stream\",\"term\":\"0\",\"condition\":64}"	3198	3202
"2016-10-19 13:32:36"	494	4	2700	"{\"field\":\"info_line\",\"term\":\"[SYN, ACK]\",\"condition\":16}"	3198	3213
"2016-10-19 13:33:04"	494	4	2703	"{\"field\":\"tcp_srcport\",\"aggregations\":[],\"groupPriority\":1}"	3213	3216
"2016-10-19 13:28:41"	495	4	2682	"{\"field\":\"ip_src\",\"aggregations\":[],\"groupPriority\":0}"	3192	3193
"2016-10-19 13:28:46"	495	4	2683	"{\"field\":\"ip_dst\",\"aggregations\":[],\"groupPriority\":1}"	3192	3194
